lab2-10.40190 1 lab2-10.40190 10:24:03.224870000 10:24:03.377198000 10:24:03.391446000
lab2-10.40190 1 lab2-10.40290 10:24:03.224870000 10:24:03.442734000 10:24:03.462487000
lab2-10.40190 1 lab2-10.40390 10:24:03.224870000 10:24:03.410241000 10:24:03.430686000
lab2-10.40190 1 lab2-11.40090 10:24:03.224870000 10:24:03.381960000 10:24:03.386001000
lab2-10.40190 1 lab2-11.40190 10:24:03.224870000 10:24:03.389603000 10:24:03.406228000
lab2-10.40190 1 lab2-11.40290 10:24:03.224870000 10:24:03.431117000 10:24:03.451142000
lab2-10.40190 2 lab2-10.40190 10:24:03.282502000 10:24:03.389001000 10:24:03.415316000
lab2-10.40190 2 lab2-10.40290 10:24:03.282502000 10:24:03.443628000 10:24:03.471951000
lab2-10.40190 2 lab2-10.40390 10:24:03.282502000 10:24:03.415954000 10:24:03.432474000
lab2-10.40190 2 lab2-11.40090 10:24:03.282502000 10:24:03.384460000 10:24:03.386900000
lab2-10.40190 2 lab2-11.40190 10:24:03.282502000 10:24:03.396046000 10:24:03.408111000
lab2-10.40190 2 lab2-11.40290 10:24:03.282502000 10:24:03.431654000 10:24:03.456814000
lab2-10.40190 3 lab2-10.40190 10:24:03.321422000 10:24:03.408848000 10:24:03.421844000
lab2-10.40190 3 lab2-10.40290 10:24:03.321422000 10:24:03.444120000 10:24:03.473141000
lab2-10.40190 3 lab2-10.40390 10:24:03.321422000 10:24:03.417381000 10:24:03.435206000
lab2-10.40190 3 lab2-11.40090 10:24:03.321422000 10:24:03.384879000 10:24:03.387744000
lab2-10.40190 3 lab2-11.40190 10:24:03.321422000 10:24:03.397983000 10:24:03.411329000
lab2-10.40190 3 lab2-11.40290 10:24:03.321422000 10:24:03.435089000
lab2-10.40190 4 lab2-10.40190 10:24:03.357197000 10:24:03.415985000
lab2-10.40190 4 lab2-10.40290 10:24:03.357197000 10:24:03.444565000 10:24:03.474366000
lab2-10.40190 4 lab2-10.40390 10:24:03.357197000 10:24:03.424309000 10:24:03.436244000
lab2-10.40190 4 lab2-11.40090 10:24:03.357197000 10:24:03.385292000 10:24:03.388622000
lab2-10.40190 4 lab2-11.40190 10:24:03.357197000 10:24:03.405733000 10:24:03.413404000
lab2-10.40190 4 lab2-11.40290 10:24:03.357197000 10:24:03.435651000 10:24:03.459604000
lab2-10.40190 5 lab2-10.40190 10:24:03.388903000 10:24:03.416373000 10:24:03.424916000
lab2-10.40190 5 lab2-10.40290 10:24:03.388903000 10:24:03.445019000 10:24:03.475651000
lab2-10.40190 5 lab2-10.40390 10:24:03.388903000 10:24:03.424777000 10:24:03.437231000
lab2-10.40190 5 lab2-11.40090 10:24:03.388903000 10:24:03.412464000
lab2-10.40190 5 lab2-11.40190 10:24:03.388903000 10:24:03.414217000 10:24:03.418355000
lab2-10.40190 5 lab2-11.40290 10:24:03.388903000 10:24:03.436203000 10:24:03.461126000
lab2-10.40190 6 lab2-10.40190 10:24:03.428441000 10:24:03.439278000
lab2-10.40190 6 lab2-10.40290 10:24:03.428441000 10:24:03.445691000 10:24:03.477767000
lab2-10.40190 6 lab2-10.40390 10:24:03.428441000 10:24:03.438897000 10:24:03.460793000
lab2-10.40190 6 lab2-11.40090 10:24:03.428441000 10:24:03.438350000 10:24:03.442896000
lab2-10.40190 6 lab2-11.40190 10:24:03.428441000 10:24:03.443437000 10:24:03.449006000
lab2-10.40190 6 lab2-11.40290 10:24:03.428441000 10:24:03.439549000 10:24:03.474755000
lab2-10.40190 7 lab2-10.40190 10:24:03.457293000 10:24:03.460009000 10:24:03.466667000
lab2-10.40190 7 lab2-10.40290 10:24:03.457293000 10:24:03.462057000 10:24:03.519279000
lab2-10.40190 7 lab2-10.40390 10:24:03.457293000 10:24:03.466092000 10:24:03.467290000
lab2-10.40190 7 lab2-11.40090 10:24:03.457293000 10:24:03.460249000 10:24:03.463978000
lab2-10.40190 7 lab2-11.40190 10:24:03.457293000 10:24:03.465864000 10:24:03.466880000
lab2-10.40190 7 lab2-11.40290 10:24:03.457293000 10:24:03.462416000 10:24:03.477730000
lab2-10.40190 8 lab2-10.40190 10:24:03.481508000 10:24:03.493596000
lab2-10.40190 8 lab2-10.40290 10:24:03.481508000 10:24:03.486866000
lab2-10.40190 8 lab2-10.40390 10:24:03.481508000 10:24:03.487828000 10:24:03.488888000
lab2-10.40190 8 lab2-11.40090 10:24:03.481508000 10:24:03.486633000 10:24:03.487468000
lab2-10.40190 8 lab2-11.40190 10:24:03.481508000 10:24:03.487534000 10:24:03.488332000
lab2-10.40190 8 lab2-11.40290 10:24:03.481508000 10:24:03.493215000 10:24:03.494228000
lab2-10.40190 9 lab2-10.40190 10:24:03.505751000 10:24:03.508379000 10:24:03.512001000
lab2-10.40190 9 lab2-10.40290 10:24:03.505751000 10:24:03.509610000 10:24:03.546327000
lab2-10.40190 9 lab2-10.40390 10:24:03.505751000 10:24:03.511312000 10:24:03.513002000
lab2-10.40190 9 lab2-11.40090 10:24:03.505751000 10:24:03.508312000 10:24:03.508963000
lab2-10.40190 9 lab2-11.40190 10:24:03.505751000 10:24:03.513261000 10:24:03.514319000
lab2-10.40190 9 lab2-11.40290 10:24:03.505751000 10:24:03.511213000
lab2-10.40190 10 lab2-10.40190 10:24:03.530214000 10:24:03.533115000 10:24:03.537417000
lab2-10.40190 10 lab2-10.40290 10:24:03.530214000 10:24:03.536209000 10:24:03.557340000
lab2-10.40190 10 lab2-10.40390 10:24:03.530214000 10:24:03.535825000 10:24:03.538506000
lab2-10.40190 10 lab2-11.40090 10:24:03.530214000 10:24:03.533683000
lab2-10.40190 10 lab2-11.40190 10:24:03.530214000 10:24:03.537456000
lab2-10.40190 10 lab2-11.40290 10:24:03.530214000 10:24:03.537290000 10:24:03.553751000
lab2-10.40190 11 lab2-10.40190 10:24:03.554675000 10:24:03.568029000 10:24:03.570062000
lab2-10.40190 11 lab2-10.40290 10:24:03.554675000 10:24:03.569008000 10:24:03.571359000
lab2-10.40190 11 lab2-10.40390 10:24:03.554675000 10:24:03.565137000 10:24:03.566077000
lab2-10.40190 11 lab2-11.40090 10:24:03.554675000 10:24:03.568960000 10:24:03.569833000
lab2-10.40190 11 lab2-11.40190 10:24:03.554675000 10:24:03.567891000 10:24:03.569417000
lab2-10.40190 11 lab2-11.40290 10:24:03.554675000 10:24:03.564550000 10:24:03.565611000
lab2-10.40190 12 lab2-10.40190 10:24:03.585556000 10:24:03.587397000 10:24:03.589839000
lab2-10.40190 12 lab2-10.40290 10:24:03.585556000 10:24:03.588683000
lab2-10.40190 12 lab2-10.40390 10:24:03.585556000 10:24:03.592108000 10:24:03.593512000
lab2-10.40190 12 lab2-11.40090 10:24:03.585556000 10:24:03.588024000 10:24:03.589013000
lab2-10.40190 12 lab2-11.40190 10:24:03.585556000 10:24:03.592964000 10:24:03.593908000
lab2-10.40190 12 lab2-11.40290 10:24:03.585556000 10:24:03.590197000 10:24:03.591268000
lab2-10.40190 13 lab2-10.40190 10:24:03.609233000 10:24:03.610740000 10:24:03.613539000
lab2-10.40190 13 lab2-10.40290 10:24:03.609233000 10:24:03.613660000 10:24:03.615133000
lab2-10.40190 13 lab2-10.40390 10:24:03.609233000 10:24:03.613082000
lab2-10.40190 13 lab2-11.40090 10:24:03.609233000 10:24:03.611601000 10:24:03.612576000
lab2-10.40190 13 lab2-11.40190 10:24:03.609233000 10:24:03.615104000 10:24:03.617243000
lab2-10.40190 13 lab2-11.40290 10:24:03.609233000 10:24:03.613086000 10:24:03.614345000
lab2-10.40190 14 lab2-10.40190 10:24:03.632120000 10:24:03.633875000 10:24:03.635832000
lab2-10.40190 14 lab2-10.40290 10:24:03.632120000 10:24:03.635782000 10:24:03.637100000
lab2-10.40190 14 lab2-10.40390 10:24:03.632120000 10:24:03.637029000 10:24:03.638251000
lab2-10.40190 14 lab2-11.40090 10:24:03.632120000 10:24:03.635121000 10:24:03.636017000
lab2-10.40190 14 lab2-11.40190 10:24:03.632120000 10:24:03.635774000 10:24:03.637001000
lab2-10.40190 14 lab2-11.40290 10:24:03.632120000 10:24:03.637841000 10:24:03.638980000
lab2-10.40190 15 lab2-10.40190 10:24:03.656863000 10:24:03.658795000 10:24:03.663664000
lab2-10.40190 15 lab2-10.40290 10:24:03.656863000 10:24:03.660270000 10:24:03.661771000
lab2-10.40190 15 lab2-10.40390 10:24:03.656863000 10:24:03.660446000 10:24:03.661651000
lab2-10.40190 15 lab2-11.40090 10:24:03.656863000 10:24:03.660180000
lab2-10.40190 15 lab2-11.40190 10:24:03.656863000 10:24:03.661125000 10:24:03.684162000
lab2-10.40190 15 lab2-11.40290 10:24:03.656863000 10:24:03.664352000 10:24:03.680101000
lab2-10.40190 16 lab2-10.40190 10:24:03.682866000 10:24:03.684890000 10:24:03.688133000
lab2-10.40190 16 lab2-10.40290 10:24:03.682866000 10:24:03.689643000 10:24:03.691903000
lab2-10.40190 16 lab2-10.40390 10:24:03.682866000 10:24:03.686643000 10:24:03.691931000
lab2-10.40190 16 lab2-11.40090 10:24:03.682866000 10:24:03.685333000
lab2-10.40190 16 lab2-11.40190 10:24:03.682866000 10:24:03.687215000 10:24:03.687961000
lab2-10.40190 16 lab2-11.40290 10:24:03.682866000 10:24:03.691378000 10:24:03.692297000
lab2-10.40190 17 lab2-10.40190 10:24:03.706595000 10:24:03.708562000 10:24:03.710155000
lab2-10.40190 17 lab2-10.40290 10:24:03.706595000 10:24:03.714608000
lab2-10.40190 17 lab2-10.40390 10:24:03.706595000 10:24:03.715330000 10:24:03.716395000
lab2-10.40190 17 lab2-11.40090 10:24:03.706595000 10:24:03.709907000 10:24:03.715890000
lab2-10.40190 17 lab2-11.40190 10:24:03.706595000 10:24:03.715308000
lab2-10.40190 17 lab2-11.40290 10:24:03.706595000 10:24:03.714951000 10:24:03.716726000
lab2-10.40190 18 lab2-10.40190 10:24:03.733950000 10:24:03.735142000 10:24:03.737164000
lab2-10.40190 18 lab2-10.40290 10:24:03.733950000 10:24:03.738468000 10:24:03.743208000
lab2-10.40190 18 lab2-10.40390 10:24:03.733950000 10:24:03.740120000 10:24:03.741236000
lab2-10.40190 18 lab2-11.40090 10:24:03.733950000 10:24:03.736455000
lab2-10.40190 18 lab2-11.40190 10:24:03.733950000 10:24:03.740057000 10:24:03.740851000
lab2-10.40190 18 lab2-11.40290 10:24:03.733950000 10:24:03.740934000 10:24:03.741878000
lab2-10.40190 19 lab2-10.40190 10:24:03.759707000 10:24:03.761080000
lab2-10.40190 19 lab2-10.40290 10:24:03.759707000 10:24:03.762842000 10:24:03.768276000
lab2-10.40190 19 lab2-10.40390 10:24:03.759707000 10:24:03.764154000 10:24:03.765282000
lab2-10.40190 19 lab2-11.40090 10:24:03.759707000 10:24:03.762591000 10:24:03.763346000
lab2-10.40190 19 lab2-11.40190 10:24:03.759707000 10:24:03.764003000 10:24:03.764797000
lab2-10.40190 19 lab2-11.40290 10:24:03.759707000 10:24:03.767419000 10:24:03.768455000
lab2-10.40190 20 lab2-10.40190 10:24:03.786944000 10:24:03.792207000 10:24:03.792822000
lab2-10.40190 20 lab2-10.40290 10:24:03.786944000 10:24:03.791474000 10:24:03.792405000
lab2-10.40190 20 lab2-10.40390 10:24:03.786944000 10:24:03.789945000 10:24:03.793936000
lab2-10.40190 20 lab2-11.40090 10:24:03.786944000 10:24:03.792189000 10:24:03.792949000
lab2-10.40190 20 lab2-11.40190 10:24:03.786944000 10:24:03.790099000 10:24:03.790968000
lab2-10.40190 20 lab2-11.40290 10:24:03.786944000 10:24:03.796719000 10:24:03.797820000
lab2-10.40190 21 lab2-10.40190 10:24:03.815842000 10:24:03.817462000 10:24:03.821964000
lab2-10.40190 21 lab2-10.40290 10:24:03.815842000 10:24:03.820507000 10:24:03.823234000
lab2-10.40190 21 lab2-10.40390 10:24:03.815842000 10:24:03.820861000 10:24:03.823022000
lab2-10.40190 21 lab2-11.40090 10:24:03.815842000 10:24:03.818208000 10:24:03.826131000
lab2-10.40190 21 lab2-11.40190 10:24:03.815842000 10:24:03.824981000
lab2-10.40190 21 lab2-11.40290 10:24:03.815842000 10:24:03.820037000 10:24:03.821012000
lab2-10.40190 22 lab2-10.40190 10:24:03.849099000 10:24:03.853308000 10:24:03.853884000
lab2-10.40190 22 lab2-10.40290 10:24:03.849099000 10:24:03.851991000
lab2-10.40190 22 lab2-10.40390 10:24:03.849099000 10:24:03.851395000 10:24:03.852150000
lab2-10.40190 22 lab2-11.40090 10:24:03.849099000 10:24:03.853777000 10:24:03.854486000
lab2-10.40190 22 lab2-11.40190 10:24:03.849099000 10:24:03.852719000
lab2-10.40190 22 lab2-11.40290 10:24:03.849099000 10:24:03.852198000 10:24:03.852951000
lab2-10.40190 23 lab2-10.40190 10:24:03.871133000 10:24:03.875526000 10:24:03.876850000
lab2-10.40190 23 lab2-10.40290 10:24:03.871133000 10:24:03.873658000 10:24:03.876141000
lab2-10.40190 23 lab2-10.40390 10:24:03.871133000 10:24:03.873107000 10:24:03.874860000
lab2-10.40190 23 lab2-11.40090 10:24:03.871133000 10:24:03.876662000
lab2-10.40190 23 lab2-11.40190 10:24:03.871133000 10:24:03.875187000 10:24:03.876136000
lab2-10.40190 23 lab2-11.40290 10:24:03.871133000 10:24:03.874566000 10:24:03.875416000
lab2-10.40190 24 lab2-10.40190 10:24:03.894136000 10:24:03.898303000 10:24:03.899092000
lab2-10.40190 24 lab2-10.40290 10:24:03.894136000 10:24:03.896873000 10:24:03.900155000
lab2-10.40190 24 lab2-10.40390 10:24:03.894136000 10:24:03.896053000 10:24:03.897165000
lab2-10.40190 24 lab2-11.40090 10:24:03.894136000 10:24:03.897966000 10:24:03.898486000
lab2-10.40190 24 lab2-11.40190 10:24:03.894136000 10:24:03.897117000 10:24:03.897625000
lab2-10.40190 24 lab2-11.40290 10:24:03.894136000 10:24:03.896495000 10:24:03.897176000
lab2-10.40190 25 lab2-10.40190 10:24:03.915528000 10:24:03.920062000 10:24:03.920644000
lab2-10.40190 25 lab2-10.40290 10:24:03.915528000 10:24:03.918163000 10:24:03.919303000
lab2-10.40190 25 lab2-10.40390 10:24:03.915528000 10:24:03.917291000 10:24:03.917952000
lab2-10.40190 25 lab2-11.40090 10:24:03.915528000 10:24:03.922706000 10:24:03.923668000
lab2-10.40190 25 lab2-11.40190 10:24:03.915528000 10:24:03.921281000 10:24:03.922055000
lab2-10.40190 25 lab2-11.40290 10:24:03.915528000 10:24:03.917844000 10:24:03.918612000
lab2-10.40190 26 lab2-10.40190 10:24:03.937633000 10:24:03.941966000 10:24:03.942431000
lab2-10.40190 26 lab2-10.40290 10:24:03.937633000 10:24:03.940686000 10:24:03.943988000
lab2-10.40190 26 lab2-10.40390 10:24:03.937633000 10:24:03.941992000
lab2-10.40190 26 lab2-11.40090 10:24:03.937633000 10:24:03.940393000 10:24:03.941168000
lab2-10.40190 26 lab2-11.40190 10:24:03.937633000 10:24:03.941304000 10:24:03.941995000
lab2-10.40190 26 lab2-11.40290 10:24:03.937633000 10:24:03.942550000 10:24:03.943328000
lab2-10.40190 27 lab2-10.40190 10:24:03.959319000 10:24:03.962838000 10:24:03.968716000
lab2-10.40190 27 lab2-10.40290 10:24:03.959319000 10:24:03.961890000 10:24:03.972882000
lab2-10.40190 27 lab2-10.40390 10:24:03.959319000 10:24:03.963285000 10:24:03.971612000
lab2-10.40190 27 lab2-11.40090 10:24:03.959319000 10:24:03.967373000 10:24:03.968105000
lab2-10.40190 27 lab2-11.40190 10:24:03.959319000 10:24:03.966085000 10:24:03.966856000
lab2-10.40190 27 lab2-11.40290 10:24:03.959319000 10:24:03.968000000 10:24:03.968782000
lab2-10.40190 28 lab2-10.40190 10:24:03.980935000 10:24:03.985277000 10:24:03.986067000
lab2-10.40190 28 lab2-10.40290 10:24:03.980935000 10:24:03.984959000 10:24:03.992150000
lab2-10.40190 28 lab2-10.40390 10:24:03.980935000 10:24:03.984230000 10:24:03.986913000
lab2-10.40190 28 lab2-11.40090 10:24:03.980935000 10:24:03.985699000 10:24:03.986429000
lab2-10.40190 28 lab2-11.40190 10:24:03.980935000 10:24:03.984974000 10:24:03.985595000
lab2-10.40190 28 lab2-11.40290 10:24:03.980935000 10:24:03.984138000 10:24:03.984651000
lab2-10.40190 29 lab2-10.40190 10:24:04.003278000 10:24:04.005661000 10:24:04.007491000
lab2-10.40190 29 lab2-10.40290 10:24:04.003278000 10:24:04.006717000 10:24:04.008832000
lab2-10.40190 29 lab2-10.40390 10:24:04.003278000 10:24:04.005838000 10:24:04.006605000
lab2-10.40190 29 lab2-11.40090 10:24:04.003278000 10:24:04.005867000 10:24:04.009121000
lab2-10.40190 29 lab2-11.40190 10:24:04.003278000 10:24:04.007188000 10:24:04.008508000
lab2-10.40190 29 lab2-11.40290 10:24:04.003278000 10:24:04.006590000 10:24:04.007574000
lab2-10.40190 30 lab2-10.40190 10:24:04.024778000 10:24:04.028313000 10:24:04.029189000
lab2-10.40190 30 lab2-10.40290 10:24:04.024778000 10:24:04.028874000 10:24:04.033858000
lab2-10.40190 30 lab2-10.40390 10:24:04.024778000 10:24:04.027567000 10:24:04.028204000
lab2-10.40190 30 lab2-11.40090 10:24:04.024778000 10:24:04.028908000 10:24:04.029657000
lab2-10.40190 30 lab2-11.40190 10:24:04.024778000 10:24:04.027344000 10:24:04.027970000
lab2-10.40190 30 lab2-11.40290 10:24:04.024778000 10:24:04.026862000 10:24:04.027312000
lab2-10.40190 31 lab2-10.40190 10:24:04.046108000 10:24:04.050002000 10:24:04.052696000
lab2-10.40190 31 lab2-10.40290 10:24:04.046108000 10:24:04.048267000 10:24:04.049740000
lab2-10.40190 31 lab2-10.40390 10:24:04.046108000 10:24:04.051446000
lab2-10.40190 31 lab2-11.40090 10:24:04.046108000 10:24:04.049972000 10:24:04.050660000
lab2-10.40190 31 lab2-11.40190 10:24:04.046108000 10:24:04.051532000 10:24:04.052308000
lab2-10.40190 31 lab2-11.40290 10:24:04.046108000 10:24:04.052219000 10:24:04.052930000
